date,symbol,open,high,low,close,volume
2025-06-03,INFY.NS,671.81,678.27,614.68,620.4,727589
2025-08-25,AMZN,903.64,905.6,889.78,892.57,1404129
2023-12-02,INFY.NS,3633.28,3742.0,3617.31,3731.88,673130
2024-11-29,MSFT,755.44,760.02,692.06,699.84,1227742
2022-11-02,TSLA,879.32,881.2,856.74,875.76,966620
2023-05-28,ICICIBANK.NS,1741.83,1746.28,1686.43,1694.66,31199
2023-08-10,MSFT,1787.78,1821.68,1757.7,1797.97,1244875
2024-11-12,TSLA,1075.51,1097.68,1068.95,1073.17,684010
2023-01-06,MSFT,1999.48,1999.65,1976.12,1987.44,1061445
2024-07-10,RELIANCE.NS,1718.14,1763.48,1697.28,1721.8,672831
2025-09-03,RELIANCE.NS,1279.67,1280.92,1238.87,1260.87,760889
2024-03-26,RELIANCE.NS,2281.37,2300.02,2254.42,2260.17,373012
2023-01-27,MSFT,2310.52,2370.28,2283.95,2356.58,860695
2024-09-18,AAPL,701.92,708.66,699.05,705.46,1078025
2025-04-09,RELIANCE.NS,1479.49,1497.05,1463.86,1483.58,411574
2024-10-22,MSFT,1166.4,1172.64,1133.68,1143.43,595192
2025-04-21,TSLA,946.98,957.78,917.36,938.94,1170631
2023-03-24,GOOGL,1690.17,1694.61,1590.95,1594.61,1047595
2022-08-29,TSLA,912.8,917.07,911.96,913.1,1348902
2024-04-04,GOOGL,1798.37,1801.09,1778.52,1780.51,1299860
2025-06-11,ICICIBANK.NS,485.8,488.0,460.56,464.86,364976
2025-01-26,RELIANCE.NS,1315.89,1335.92,1308.18,1333.0,538753
2022-10-09,HDFCBANK.NS,3231.91,3238.22,3199.4,3203.22,238582
2023-11-23,MSFT,1770.04,1844.04,1741.07,1814.75,1050166
2024-04-22,AMZN,1189.63,1193.81,1169.26,1178.15,943451
2022-08-14,AAPL,2044.5,2092.2,2012.05,2089.68,1052036
2024-03-23,TSLA,897.36,904.8,895.49,902.42,1007766
2022-09-02,TSLA,915.52,921.02,901.25,909.91,1230761
2025-01-03,AMZN,1107.12,1132.56,1106.62,1130.72,1209752
2024-12-26,MSFT,810.82,817.92,797.91,805.13,714140
2023-10-17,TCS.NS,1998.65,2028.4,1990.41,2015.84,562094
2023-11-26,HDFCBANK.NS,2193.83,2232.49,2168.09,2187.15,865456
2024-05-24,MSFT,1980.96,2000.55,1937.6,1950.94,1037905
2025-05-20,GOOGL,1299.96,1322.81,1282.01,1313.18,985484
2023-03-27,AMZN,1408.21,1413.28,1356.44,1372.55,636136
2024-05-28,TCS.NS,1823.39,1850.06,1815.06,1831.42,471333
2024-08-06,HDFCBANK.NS,2669.6,2737.06,2638.36,2707.44,630839
2023-09-08,ICICIBANK.NS,1353.39,1364.2,1344.58,1361.37,481494
2025-07-09,MSFT,1499.3,1507.1,1498.33,1498.33,931782
2025-03-02,TCS.NS,1606.17,1635.21,1565.42,1580.47,510245
2023-12-15,RELIANCE.NS,2292.26,2334.3,2231.78,2270.57,523738
2024-02-18,RELIANCE.NS,2458.85,2477.95,2458.53,2469.68,525115
2024-10-09,AMZN,1117.19,1132.24,1095.8,1110.79,1582233
2024-11-09,INFY.NS,1089.15,1106.84,1078.43,1088.75,464814
2024-10-14,GOOGL,1745.47,1802.08,1714.54,1777.33,825050
2024-04-23,AAPL,925.0,930.0,887.16,888.5,1039888
2023-12-07,GOOGL,1824.32,1856.55,1729.31,1737.19,796355
2025-05-16,AAPL,692.35,718.54,690.99,718.36,929698
2024-04-17,TSLA,896.14,898.95,885.99,895.21,703633
2022-07-15,GOOGL,1793.14,1800.94,1669.27,1674.29,599281
2024-09-25,ICICIBANK.NS,511.02,511.83,497.43,508.11,429988
2023-09-26,INFY.NS,4466.21,4657.88,4415.37,4602.59,553523
2023-07-10,MSFT,1648.95,1663.45,1603.04,1629.29,734877
2023-09-28,AAPL,955.94,1017.85,953.66,1017.67,995154
2024-07-14,AAPL,603.6,606.79,598.05,598.73,981940
2023-01-28,AAPL,1865.64,1971.05,1844.53,1954.79,1161972
2023-02-15,INFY.NS,4426.4,4438.33,4130.77,4175.31,309700
2025-04-23,TSLA,939.36,954.31,927.14,947.18,919571
2025-04-05,GOOGL,1369.69,1369.75,1293.99,1307.44,757978
2024-03-14,AAPL,1086.15,1099.65,1080.32,1086.68,988232
2022-10-20,INFY.NS,2999.9,3061.49,2988.48,3046.58,271920
2023-09-12,TCS.NS,1953.09,2004.48,1931.31,1991.49,321334
2025-03-31,MSFT,1078.27,1084.32,1062.21,1074.33,827920
2025-03-20,MSFT,975.17,1008.56,965.38,1005.26,1032613
2024-09-06,TCS.NS,1698.42,1733.97,1674.86,1707.02,340922
2024-05-15,ICICIBANK.NS,1147.2,1152.78,1130.69,1134.96,569179
2022-08-15,TCS.NS,1877.39,1913.44,1866.0,1907.27,356693
2025-04-11,RELIANCE.NS,1468.71,1483.06,1466.31,1472.01,566875
2023-09-03,AAPL,1150.09,1152.74,1092.32,1102.38,1244282
2022-07-03,HDFCBANK.NS,3484.46,3544.6,3409.3,3514.1,733305
2023-12-27,TCS.NS,1896.79,1933.45,1878.59,1922.04,188128
2023-06-09,AAPL,1503.72,1511.02,1463.62,1488.59,1177173
2025-10-01,AMZN,966.02,966.31,926.76,942.29,733619
2023-09-22,AAPL,988.28,1016.13,974.2,991.9,1050982
2022-09-03,AMZN,1983.65,1991.71,1970.38,1978.07,1093901
2023-12-10,TCS.NS,1990.28,2004.06,1979.34,1985.39,787106
2023-02-14,AAPL,1708.9,1726.12,1690.31,1720.11,1194546
2023-12-05,INFY.NS,3632.3,3729.51,3336.29,3364.15,789104
2023-02-10,TSLA,864.84,868.74,861.74,863.27,761602
2022-07-09,HDFCBANK.NS,3377.22,3399.4,3334.36,3380.79,711844
2023-05-20,TCS.NS,2202.85,2249.03,2172.79,2210.13,504444
2023-01-21,RELIANCE.NS,2061.38,2108.66,2029.04,2075.95,649749
2024-03-20,INFY.NS,1832.23,1912.63,1812.6,1886.55,525184
2024-03-30,HDFCBANK.NS,2218.45,2230.33,2202.37,2225.03,413140
2025-08-24,GOOGL,1550.39,1551.86,1527.45,1551.74,936565
2024-05-22,AMZN,1110.13,1126.8,1098.82,1115.19,729292
2025-04-18,AAPL,621.01,632.47,619.59,625.49,1148547
2024-12-24,RELIANCE.NS,1275.95,1313.43,1265.38,1292.48,494355
2022-11-02,RELIANCE.NS,1954.75,1967.84,1902.81,1923.62,589988
2024-01-20,MSFT,2230.94,2241.86,2201.46,2217.14,685300
2022-07-04,AMZN,1821.71,1832.56,1796.72,1819.74,1301579
2025-01-15,HDFCBANK.NS,2658.26,2660.02,2618.88,2651.94,458642
2024-01-15,HDFCBANK.NS,2339.61,2371.5,2337.93,2347.99,94202
2025-07-12,AAPL,914.22,933.9,909.65,932.75,298369
2023-02-11,HDFCBANK.NS,2616.29,2629.1,2603.8,2603.83,449230
2023-04-07,INFY.NS,3241.51,3301.9,3233.27,3299.24,1147459
2022-08-21,HDFCBANK.NS,3140.39,3178.56,3136.48,3163.83,513398
2025-04-24,AMZN,936.65,937.45,927.73,929.41,1524032
2024-10-28,AMZN,1010.44,1016.45,994.89,1004.3,774829
2022-10-17,AMZN,1982.96,2015.19,1921.9,1956.14,1065079
2024-05-15,GOOGL,1298.72,1308.11,1291.62,1301.23,987531
2022-06-14,RELIANCE.NS,2043.44,2056.3,2042.17,2050.33,424765
2025-07-10,TSLA,979.15,980.05,966.85,979.8,812793
2024-01-17,GOOGL,2161.36,2172.18,2147.39,2167.42,1127398
2022-12-23,ICICIBANK.NS,2071.67,2144.51,2041.89,2113.83,728221
2023-03-18,ICICIBANK.NS,2729.66,2756.06,2699.11,2705.67,273266
2024-09-26,TCS.NS,1688.05,1696.68,1673.82,1683.5,533192
2023-10-28,ICICIBANK.NS,1331.26,1377.26,1322.45,1366.64,467102
2024-12-02,AMZN,1145.35,1166.2,1141.57,1145.47,1629228
2024-10-19,HDFCBANK.NS,2771.49,2773.31,2756.89,2771.03,767370
2025-05-30,GOOGL,1118.77,1124.71,1101.05,1102.89,968147
2024-06-20,ICICIBANK.NS,961.46,968.86,933.53,946.26,799929
2023-10-20,HDFCBANK.NS,2204.38,2212.24,2201.56,2209.07,505383
2024-12-03,TCS.NS,1559.81,1584.14,1546.14,1564.8,620025
2025-05-04,AAPL,610.79,635.59,605.26,635.17,1347440
2025-06-16,MSFT,1679.37,1696.07,1634.83,1642.25,1213544
2022-12-12,TSLA,868.07,873.79,860.48,868.64,470918
2023-05-08,TCS.NS,2133.99,2157.74,2099.79,2134.92,933679
2022-11-09,AMZN,1793.61,1821.59,1754.31,1780.08,1288079
2024-03-05,TSLA,892.6,902.66,891.47,892.78,696117
2024-12-24,AAPL,636.95,640.4,635.5,638.0,1458791
2024-04-15,INFY.NS,1904.42,1979.82,1881.76,1977.31,564883
2022-12-14,RELIANCE.NS,2039.0,2054.91,1992.43,1999.91,360223
2024-12-25,INFY.NS,915.89,923.66,865.93,884.94,671891
2023-09-19,HDFCBANK.NS,2270.2,2304.51,2214.75,2233.88,738070
2025-05-27,INFY.NS,678.9,681.55,662.65,671.56,709258
2025-08-31,TSLA,987.26,1006.62,975.12,990.17,1219564
2025-07-08,MSFT,1475.67,1501.02,1462.9,1499.3,705353
2023-02-28,AMZN,1507.06,1514.27,1488.44,1508.21,696308
2024-02-20,ICICIBANK.NS,995.7,1018.28,995.38,1011.25,274834
2025-06-21,ICICIBANK.NS,480.0,488.63,477.95,488.21,489749
2022-09-14,RELIANCE.NS,2036.82,2037.53,1968.23,1971.08,566471
2023-06-08,TSLA,907.57,917.53,901.97,909.66,829101
2024-05-12,INFY.NS,2140.03,2150.69,2072.61,2103.34,515935
2023-03-25,TSLA,877.34,884.17,868.34,873.25,705326
2022-10-09,RELIANCE.NS,1895.09,1899.07,1871.54,1896.56,357867
2023-12-01,GOOGL,1822.66,1938.82,1780.06,1934.09,837394
2023-12-12,MSFT,1675.83,1682.68,1604.73,1619.08,973147
2022-07-07,TCS.NS,1904.26,1922.11,1897.99,1909.75,401065
2024-07-01,TSLA,967.29,975.69,963.28,969.27,1009848
2024-09-18,GOOGL,1508.58,1537.01,1504.86,1528.93,920343
2022-06-26,AMZN,1851.2,1865.54,1815.24,1851.4,1089180
2024-03-25,MSFT,2076.87,2145.68,2075.27,2116.94,1075610
2024-06-02,GOOGL,1383.13,1409.94,1358.3,1405.69,940467
2022-07-17,ICICIBANK.NS,1920.04,1931.84,1883.53,1901.05,416735
2024-04-03,GOOGL,1797.55,1798.58,1786.66,1798.37,1273694
2024-11-30,AMZN,1158.48,1162.09,1134.81,1135.62,931852
2025-04-12,ICICIBANK.NS,586.23,590.0,556.28,571.61,257887
2024-06-14,MSFT,1884.45,1894.57,1837.87,1851.3,1016322
2023-02-09,AMZN,1634.81,1639.39,1602.12,1612.12,947033
2023-10-12,TSLA,936.55,946.9,921.56,938.9,827931
2024-07-01,MSFT,1295.63,1336.67,1289.44,1301.36,775201
2024-10-28,TSLA,1069.22,1073.65,1064.32,1071.65,872796
2024-06-11,TSLA,948.43,952.78,939.92,948.88,1312097
2023-07-11,MSFT,1629.29,1717.21,1611.61,1687.64,1075627
2024-10-19,TSLA,1045.14,1054.08,1033.51,1040.91,599273
2023-06-03,AAPL,1507.61,1524.96,1468.91,1469.17,866116
2022-08-10,MSFT,2154.24,2158.87,2091.3,2092.42,1032927
2023-08-16,AAPL,1371.01,1397.16,1357.91,1380.16,629468
2024-07-31,RELIANCE.NS,1743.1,1787.62,1710.8,1780.48,218815
2024-04-23,RELIANCE.NS,2013.27,2023.22,1983.95,2006.42,499617
2023-06-03,TSLA,909.32,916.15,899.71,911.21,1035549
2024-03-24,RELIANCE.NS,2275.76,2299.16,2216.89,2244.07,459740
2022-12-01,HDFCBANK.NS,3052.98,3109.34,3049.07,3085.35,579397
2023-09-28,TSLA,946.8,949.75,936.92,949.15,691359
2023-02-19,RELIANCE.NS,2124.06,2162.04,2116.62,2148.99,580423
2024-11-02,HDFCBANK.NS,2772.65,2831.21,2744.35,2796.39,531089
2025-05-01,AAPL,592.54,606.92,584.81,606.29,789922
2023-10-24,AMZN,1261.57,1280.1,1228.3,1251.43,926586
2024-06-30,HDFCBANK.NS,2298.92,2311.39,2292.99,2297.92,914389
2025-05-27,RELIANCE.NS,1450.65,1472.54,1442.02,1465.8,380524
2022-06-20,HDFCBANK.NS,3303.6,3306.39,3263.94,3282.88,548806
2024-01-20,INFY.NS,2738.08,2756.04,2649.04,2678.13,632087
2023-12-11,AMZN,1277.7,1308.79,1268.51,1293.28,958099
2024-08-03,AAPL,650.48,659.95,614.83,628.62,1256472
2025-05-27,HDFCBANK.NS,2726.92,2729.35,2656.85,2717.16,642054
2024-03-20,RELIANCE.NS,2333.48,2403.95,2328.43,2383.01,596221
2025-04-03,HDFCBANK.NS,2710.6,2719.42,2665.63,2674.63,513195
2022-10-04,GOOGL,1416.3,1430.96,1415.2,1430.69,1261495
2022-07-21,MSFT,1933.87,1937.12,1864.93,1871.71,673965
2023-11-02,AMZN,1206.63,1208.58,1179.1,1186.92,1348705
2025-02-05,MSFT,1245.54,1260.89,1238.23,1258.07,876371
2022-08-03,GOOGL,1581.04,1605.12,1579.63,1583.87,1115725
2023-05-03,TSLA,883.85,894.18,875.98,881.12,1543430
2024-01-06,TCS.NS,1940.08,1975.28,1940.04,1942.18,309324
2024-08-19,AMZN,1051.95,1058.5,1035.51,1035.61,918643
2025-08-14,HDFCBANK.NS,2398.48,2416.52,2392.62,2414.47,912887
2023-03-24,TCS.NS,2184.0,2193.75,2169.53,2174.9,294084
2023-02-03,TCS.NS,2323.16,2338.24,2271.59,2288.67,417883
2025-06-30,HDFCBANK.NS,2421.05,2430.92,2403.45,2423.91,550780
2023-07-17,MSFT,1428.31,1455.23,1385.52,1392.84,900569
2023-11-15,AAPL,1045.32,1057.6,1042.89,1043.0,643242
2025-01-24,RELIANCE.NS,1286.66,1304.69,1285.61,1302.42,681854
2022-10-16,TCS.NS,1906.56,1920.69,1905.04,1906.83,570325
2024-02-07,RELIANCE.NS,2476.96,2477.95,2399.31,2464.14,563871
2025-07-26,MSFT,1490.97,1579.77,1488.65,1573.29,483173
2025-06-11,HDFCBANK.NS,2467.07,2489.67,2449.15,2454.59,447649
2024-07-19,AAPL,608.69,621.13,601.07,620.61,1249517
2023-02-11,AMZN,1595.94,1616.25,1561.46,1578.62,1205246
2024-06-15,ICICIBANK.NS,1017.11,1024.13,964.56,970.74,190475
2022-08-27,MSFT,1993.65,2012.79,1837.26,1871.5,941583
2024-05-30,GOOGL,1372.85,1430.16,1360.89,1398.26,1492707
2024-11-19,TSLA,1062.89,1076.3,1038.58,1057.0,709179
2024-12-29,ICICIBANK.NS,488.63,491.16,486.9,490.13,370424
2024-07-16,ICICIBANK.NS,881.67,891.35,809.45,831.76,709412
2023-07-22,AMZN,1331.61,1366.43,1324.95,1352.89,1416509
2024-06-11,AAPL,783.08,786.93,754.86,767.59,1399365
2023-05-29,RELIANCE.NS,2364.94,2392.67,2322.03,2365.32,675297
2022-11-08,ICICIBANK.NS,2060.52,2129.16,2058.4,2097.84,729529
2024-10-04,ICICIBANK.NS,492.15,520.18,479.92,518.48,259986
2025-07-02,HDFCBANK.NS,2435.39,2453.64,2413.57,2442.01,248343
2024-03-14,TCS.NS,1781.85,1814.02,1752.91,1795.92,689512
2022-12-24,MSFT,1755.9,1824.72,1723.1,1809.22,975219
2024-06-12,AAPL,767.59,769.83,761.07,761.65,1175453
2025-02-12,GOOGL,1272.0,1349.94,1251.92,1346.28,1448184
2025-07-21,ICICIBANK.NS,529.84,549.02,523.29,545.13,841950
2024-02-18,TSLA,918.62,919.16,911.09,913.61,975412
2025-05-30,RELIANCE.NS,1422.96,1426.64,1370.85,1402.55,515269
2025-09-20,GOOGL,1614.39,1616.97,1571.63,1590.46,918875
2024-11-03,RELIANCE.NS,1561.84,1589.47,1536.77,1563.64,495965
2024-10-13,ICICIBANK.NS,499.94,506.72,481.55,485.28,260089
2023-12-10,INFY.NS,3379.41,3419.86,3213.77,3249.49,571351
2025-07-19,RELIANCE.NS,1390.82,1393.38,1356.11,1374.35,166232
2024-05-01,RELIANCE.NS,1932.25,1938.63,1820.36,1840.9,514856
2023-04-15,MSFT,1585.4,1600.08,1485.77,1511.51,762788
2023-04-22,MSFT,1572.9,1608.68,1554.54,1598.94,1223801
2022-09-27,AAPL,2012.12,2016.54,1916.83,1930.63,1343189
2023-11-04,INFY.NS,4143.63,4528.16,4138.01,4521.98,596202
2024-02-24,MSFT,2115.69,2190.08,2103.06,2166.35,1139983
2024-05-04,TSLA,907.15,911.5,905.38,908.24,1111988
2024-03-22,MSFT,2028.84,2029.71,1965.95,1996.89,900776
2022-06-26,GOOGL,1937.07,1956.43,1909.99,1923.58,1075067
2025-10-04,RELIANCE.NS,1257.53,1258.39,1231.7,1244.2,582620
2024-01-20,ICICIBANK.NS,1181.41,1184.92,1166.07,1181.92,466129
2023-11-25,AMZN,1174.95,1190.86,1150.03,1163.81,1341545
2024-01-01,MSFT,1641.46,1657.4,1626.74,1653.16,1217035
2023-10-10,MSFT,1923.86,1924.13,1784.16,1803.84,1036559
2023-01-16,AAPL,2015.76,2043.86,1941.74,1971.49,1428883
2023-09-22,TSLA,928.38,931.37,922.2,926.61,494942
2024-01-27,TCS.NS,1920.25,1922.7,1900.52,1908.36,553858
2025-08-13,TSLA,994.64,998.25,987.72,988.22,1716766
2024-05-10,GOOGL,1312.56,1370.81,1306.76,1359.11,1487840
2023-05-10,AAPL,1560.73,1623.08,1543.85,1614.63,1038247
2023-11-01,ICICIBANK.NS,1401.67,1411.7,1313.38,1329.99,463066
2025-07-06,AAPL,782.95,828.41,782.51,823.43,498060
2025-03-08,HDFCBANK.NS,2622.58,2655.6,2614.98,2642.24,705228
2022-12-11,MSFT,1596.5,1607.75,1579.59,1585.7,953252
2023-05-21,AAPL,1448.48,1458.1,1436.58,1442.69,1493090
2023-03-22,TSLA,891.21,899.35,864.29,886.67,687631
2024-07-02,GOOGL,1520.75,1538.98,1516.41,1524.34,1231222
2023-06-07,AMZN,1378.32,1386.54,1337.41,1353.67,848697
2023-08-26,MSFT,2245.44,2252.87,2231.95,2233.66,596364
2024-12-04,TSLA,1065.54,1073.84,1046.4,1069.6,1041272
2024-09-01,AAPL,738.38,738.4,719.52,721.93,1224629
2023-02-08,AAPL,1837.86,1876.74,1819.34,1872.2,866563
2024-04-02,ICICIBANK.NS,1130.87,1136.62,1109.06,1119.99,729386
2024-12-08,TSLA,1068.68,1086.41,1051.77,1064.41,831847
2025-01-02,INFY.NS,891.94,893.39,871.4,872.66,720923
2023-01-13,AAPL,1956.87,2051.71,1952.02,2017.0,647940
2025-01-28,RELIANCE.NS,1334.62,1347.68,1280.64,1308.42,254500
2025-01-18,HDFCBANK.NS,2613.3,2645.19,2609.36,2617.31,525405
2023-08-29,HDFCBANK.NS,2213.18,2219.0,2169.87,2202.18,378195
2023-02-15,TCS.NS,2245.1,2262.04,2218.09,2260.47,590718
2023-04-11,HDFCBANK.NS,2435.42,2490.13,2406.57,2465.41,623752
2022-08-11,AMZN,1795.24,1800.28,1739.24,1745.69,1231948
2025-01-20,INFY.NS,739.71,757.9,739.43,746.44,597634
2022-07-24,GOOGL,1738.81,1739.32,1703.24,1703.36,961483
2025-02-03,TCS.NS,1611.96,1626.71,1595.72,1624.69,778357
2022-10-25,RELIANCE.NS,1882.04,1928.3,1849.06,1914.83,500844
2023-04-14,ICICIBANK.NS,2123.18,2141.23,2106.54,2121.88,769801
2024-09-16,HDFCBANK.NS,2856.79,2862.69,2838.87,2840.14,497774
2025-05-18,GOOGL,1302.51,1351.6,1278.54,1339.44,753726
2024-11-19,AAPL,713.5,728.88,693.36,698.93,588352
2023-02-04,INFY.NS,4711.96,4761.1,4621.06,4640.05,467311
2022-08-31,MSFT,1738.03,1753.68,1698.4,1707.81,1070512
2023-08-31,MSFT,1959.95,1978.76,1942.28,1977.94,943380
2022-09-07,RELIANCE.NS,2021.17,2060.5,2007.98,2049.87,747652
2024-12-23,TCS.NS,1540.0,1555.14,1509.28,1525.65,658745
2024-12-12,TSLA,1049.03,1075.21,1037.24,1051.16,819572
2025-04-04,INFY.NS,604.54,610.99,600.26,607.99,168305
2023-08-27,HDFCBANK.NS,2202.91,2209.83,2188.27,2192.54,701153
2024-09-03,HDFCBANK.NS,2809.98,2879.96,2788.55,2818.54,403112
2022-07-19,MSFT,1929.63,1951.97,1899.34,1935.98,963232
2024-07-28,ICICIBANK.NS,666.2,674.35,664.24,670.96,572448
2024-01-25,MSFT,2167.53,2194.09,2070.22,2094.24,1340991
2022-10-24,AMZN,1950.94,1993.58,1913.71,1968.64,1152715
2022-09-05,GOOGL,1601.61,1609.78,1535.92,1561.82,1055354
2024-08-01,TSLA,989.74,1006.37,974.34,993.69,858757
2025-03-25,HDFCBANK.NS,2695.36,2728.88,2667.12,2725.13,793257
2024-09-23,MSFT,1147.96,1158.69,1132.33,1139.53,1019889
2023-05-16,MSFT,1421.23,1481.19,1415.16,1458.15,775507
2024-08-17,AMZN,1056.22,1056.28,1043.2,1048.35,1121059
2023-08-23,GOOGL,1723.83,1737.63,1680.1,1692.85,1370888
2022-08-07,AMZN,1847.56,1868.53,1818.07,1823.51,1596103
2024-08-04,RELIANCE.NS,1744.67,1746.16,1703.81,1708.3,546646
2022-11-14,GOOGL,1110.72,1116.32,1057.28,1062.21,979105
2024-09-18,TCS.NS,1658.39,1695.22,1644.93,1673.96,450333
2025-06-25,TSLA,966.34,987.27,964.31,968.93,1322724
2023-08-24,HDFCBANK.NS,2211.17,2237.15,2188.27,2222.54,499977
2025-04-07,RELIANCE.NS,1509.5,1517.41,1478.0,1479.63,400339
2024-05-21,HDFCBANK.NS,2336.41,2355.46,2302.2,2306.52,872848
2023-05-13,AMZN,1450.08,1456.83,1403.17,1415.86,779099
2024-05-31,GOOGL,1398.26,1410.66,1378.92,1405.85,976548
2023-03-03,HDFCBANK.NS,2527.5,2574.45,2509.28,2539.34,369582
2025-07-07,ICICIBANK.NS,552.7,558.12,552.66,553.63,807711
2024-07-10,TCS.NS,1714.01,1731.8,1670.52,1699.97,769194
2024-05-31,ICICIBANK.NS,1100.74,1127.74,1097.34,1104.8,403999
2024-06-12,HDFCBANK.NS,2344.94,2359.51,2340.7,2358.53,623364
2025-01-11,MSFT,1017.64,1065.09,1007.04,1063.79,826702
2023-10-08,TSLA,922.49,924.76,916.47,922.98,1472268
2022-06-15,GOOGL,1996.53,2069.41,1975.28,2044.01,752720
2022-07-06,HDFCBANK.NS,3431.43,3476.36,3400.65,3421.22,349836
2024-08-05,RELIANCE.NS,1708.3,1738.69,1689.41,1721.21,238146
2022-07-16,TSLA,888.99,897.0,888.43,892.86,422912
2024-06-15,TSLA,953.32,971.48,951.68,961.47,593899
2023-01-20,ICICIBANK.NS,2339.39,2352.9,2270.37,2287.7,692097
2022-07-30,AMZN,1728.47,1748.48,1702.11,1745.26,1095504
2023-12-30,HDFCBANK.NS,2201.34,2247.21,2200.17,2227.72,569967
2024-11-17,TCS.NS,1532.45,1545.17,1511.72,1525.62,575788
2022-06-22,AMZN,1868.5,1894.29,1857.74,1876.82,1596521
2024-03-06,AAPL,1014.75,1023.18,1003.52,1008.01,371071
2025-07-27,GOOGL,1463.69,1480.63,1457.02,1468.08,530050
2023-02-01,ICICIBANK.NS,2272.77,2310.19,2241.95,2300.01,447833
2025-02-27,TSLA,941.94,947.75,930.39,946.43,917934
2024-11-01,ICICIBANK.NS,502.91,511.53,500.48,509.44,703099
2023-03-07,TSLA,872.6,879.0,864.0,868.07,502746
2023-03-26,GOOGL,1585.03,1586.27,1527.64,1533.02,1306650
2022-11-12,TCS.NS,1961.89,1993.92,1927.16,1974.59,805844
2023-02-03,RELIANCE.NS,2095.92,2148.18,2079.63,2131.49,138277
2024-07-16,AAPL,607.71,620.25,605.06,613.76,907148
2025-02-01,ICICIBANK.NS,598.78,616.08,574.6,593.43,306632
2024-09-26,MSFT,1136.02,1142.45,1106.45,1106.84,557509
2022-10-18,INFY.NS,2730.23,2876.99,2707.03,2849.6,651555
2024-12-19,AMZN,1128.43,1137.75,1126.05,1130.77,821813
2024-04-10,ICICIBANK.NS,1226.58,1231.94,1211.45,1227.16,464733
2024-04-28,GOOGL,1645.41,1669.53,1606.71,1631.51,733255
2023-09-25,ICICIBANK.NS,1420.76,1430.25,1404.51,1414.88,742576
2025-04-17,HDFCBANK.NS,2643.41,2682.28,2629.24,2645.3,530238
2022-11-17,MSFT,1541.46,1564.03,1488.87,1509.36,757015
2022-07-20,ICICIBANK.NS,2026.43,2128.78,1994.53,2113.8,592957
2023-05-18,AMZN,1478.28,1518.69,1478.16,1509.92,1239283
2023-08-06,TSLA,952.81,964.74,942.28,960.28,812853
2023-01-07,ICICIBANK.NS,2111.82,2160.54,2099.58,2145.48,454070
2023-07-16,AMZN,1357.88,1372.31,1330.02,1350.99,1078898
2025-06-20,AMZN,811.61,836.39,810.99,824.21,1117336
2024-12-29,GOOGL,1468.96,1480.42,1448.93,1474.69,1051147
2023-08-14,TSLA,963.01,969.83,961.53,969.45,562135
2024-12-20,TCS.NS,1534.37,1536.78,1515.19,1535.89,573243
2025-05-12,AMZN,821.96,822.47,804.2,813.21,911775
2022-10-24,MSFT,1382.36,1409.43,1305.44,1306.43,912965
2025-02-26,HDFCBANK.NS,2652.43,2685.4,2646.54,2654.22,527810
2024-10-01,ICICIBANK.NS,506.15,515.9,503.45,515.41,472680
2024-10-27,TSLA,1064.07,1082.12,1055.22,1069.22,1112328
2023-12-04,GOOGL,1904.25,1904.72,1878.25,1896.65,917273
2023-03-05,TSLA,885.4,890.07,870.52,888.22,811646
2023-02-27,ICICIBANK.NS,2366.42,2383.93,2277.95,2281.45,350091
2025-02-16,GOOGL,1399.39,1401.88,1356.37,1370.68,826305
2023-02-25,TCS.NS,2190.32,2228.99,2162.73,2200.06,528526
2024-02-01,INFY.NS,2420.48,2529.54,2417.47,2521.89,382888
2024-06-30,AMZN,1159.6,1165.0,1133.52,1145.04,1122433
2024-05-05,GOOGL,1466.85,1471.21,1344.4,1348.74,510496
2023-10-31,RELIANCE.NS,2292.11,2332.18,2220.5,2287.77,690493
2025-03-05,AAPL,523.85,571.0,520.18,565.54,792591
2022-07-08,ICICIBANK.NS,2147.43,2148.91,2058.85,2069.01,533439
2025-05-05,AMZN,877.17,877.28,843.43,850.96,866551
2024-04-11,AAPL,941.93,956.14,932.16,954.25,751238
2022-10-01,HDFCBANK.NS,3185.3,3237.31,3096.75,3137.7,404070
2025-06-21,MSFT,1693.32,1709.58,1625.78,1639.42,789043
2023-04-18,TSLA,885.41,909.09,876.48,888.91,1312278
2023-10-30,INFY.NS,3690.4,3727.52,3664.97,3690.0,585310
2025-02-08,AMZN,1053.96,1071.14,1048.77,1056.18,1025876
2024-03-28,ICICIBANK.NS,1236.24,1258.83,1195.26,1203.33,194619
2023-06-06,INFY.NS,3390.36,3448.6,3372.9,3385.86,401434
2022-07-29,RELIANCE.NS,1905.82,1917.41,1873.89,1879.24,745244
2023-06-21,AMZN,1398.36,1432.34,1377.87,1424.26,1125792
2025-05-13,HDFCBANK.NS,2764.67,2805.08,2735.56,2785.16,379809
2023-07-04,TCS.NS,2145.61,2154.14,2116.02,2150.23,707577
2023-08-24,TCS.NS,2042.52,2050.57,2011.54,2032.05,491896
2024-02-29,AAPL,1021.23,1030.09,1011.82,1027.78,873945
2023-03-29,AMZN,1365.2,1393.86,1330.42,1342.81,1199658
2025-01-15,MSFT,1115.21,1192.42,1109.46,1183.62,1339628
2023-04-09,INFY.NS,3358.94,3408.47,3244.89,3261.74,779176
2023-06-28,INFY.NS,3072.33,3074.33,3009.48,3016.32,637994
